date,Cumulative_solar_power,kWh electricity/day,Gas/day
23/11/2016,19990,13,10
24/11/2016,19994,14,10
25/11/2016,19997,11,11
26/11/2016,20003,10,14
27/11/2016,20006,13,14
28/11/2016,20011,15,13
29/11/2016,20017,10,17
30/11/2016,20022,12,18
1/12/2016,20028,11,19
2/12/2016,20029,17,15
3/12/2016,20030,14,15
4/12/2016,20035,13,16
5/12/2016,20041,16,17
6/12/2016,20045,11,19
7/12/2016,20049,15,17
8/12/2016,20052,16,14
9/12/2016,20057,12,14
10/12/2016,20060,14,12
11/12/2016,20061,14,13
12/12/2016,20063,14,13
13/12/2016,20065,19,14
14/12/2016,20065,14,12
15/12/2016,20069,11,13
16/12/2016,20074,11,13
17/12/2016,20076,16,13
18/12/2016,20077,15,14
19/12/2016,20078,21,13
20/12/2016,20082,11,14
21/12/2016,20086,11,15
22/12/2016,20088,16,16
23/12/2016,20088,18,14
24/12/2016,20091,13,15
25/12/2016,20093,15,15
26/12/2016,20093,14,12
27/12/2016,20097,11,13
28/12/2016,20101,14,14
29/12/2016,20102,18,15
30/12/2016,20105,15,18
31/12/2016,20109,14,20
1/01/2017,20111,19,20
2/01/2017,20112,17,20
3/01/2017,20115,6,18
4/01/2017,20117,15,18
5/01/2017,20119,15,17
6/01/2017,20125,14,18
7/01/2017,20129,11,19
8/01/2017,20130,18,21
9/01/2017,20131,17,17
10/01/2017,20132,14,15
11/01/2017,20133,13,13
12/01/2017,20135,15,15
13/01/2017,20137,16,17
14/01/2017,20139,22,21
15/01/2017,20141,11,18
16/01/2017,20143,17,18
17/01/2017,20145,14,18
18/01/2017,20150,14,20
19/01/2017,20156,9,20
20/01/2017,20162,13,21
21/01/2017,20169,10,20
22/01/2017,20175,12,20
23/01/2017,20180,14,20
24/01/2017,20183,13,19
25/01/2017,20184,16,18
26/01/2017,20186,18,19
27/01/2017,20193,9,21
28/01/2017,20197,15,18
29/01/2017,20201,13,15
30/01/2017,20208,11,15
31/01/2017,20208,15,15
1/02/2017,20210,13,18
2/02/2017,20212,13,13
3/02/2017,20216,13,13
4/02/2017,20222,14,13
5/02/2017,20223,15,14
6/02/2017,20226,12,12
7/02/2017,20228,13,14
8/02/2017,20229,13,14
9/02/2017,20230,21,16
10/02/2017,20232,12,18
11/02/2017,20234,16,19
12/02/2017,20235,14,19
13/02/2017,20238,15,19
14/02/2017,20248,9,16
15/02/2017,20256,10,15
16/02/2017,20262,10,13
17/02/2017,20271,8,12
18/02/2017,20275,10,13
19/02/2017,20281,10,12
20/02/2017,20284,15,14
21/02/2017,20286,17,13
22/02/2017,20288,14,11
23/02/2017,20289,15,13
24/02/2017,20292,10,14
25/02/2017,20302,7,15
26/02/2017,20307,12,14
27/02/2017,20310,14,14
28/02/2017,20312,14,14
1/03/2017,20318,11,15
2/03/2017,20323,13,15
3/03/2017,20327,13,15
4/03/2017,20331,11,13
5/03/2017,20335,13,12
6/03/2017,20337,14,13
7/03/2017,20342,12,15
8/03/2017,20352,8,13
9/03/2017,20353,15,14
10/03/2017,20362,8,11
11/03/2017,20375,3,13
12/03/2017,20383,3,10
13/03/2017,20399,3,11
14/03/2017,20411,3,11
15/03/2017,20418,7,11
16/03/2017,20433,-1,9
17/03/2017,20449,-2,9
18/03/2017,20461,6,11
19/03/2017,20464,16,11
20/03/2017,20468,10,10
21/03/2017,20475,13,11
22/03/2017,20487,1,11
23/03/2017,20500,1,11
24/03/2017,20518,1,12
25/03/2017,20538,-2,11
26/03/2017,20558,-3,10
27/03/2017,20578,-2,9
28/03/2017,20599,-5,9
29/03/2017,20616,-1,8
30/03/2017,20626,3,7
31/03/2017,20646,-7,5
1/04/2017,20652,8,6
2/04/2017,20662,0,6
3/04/2017,20681,-2,8
4/04/2017,20698,-4,8
5/04/2017,20716,-1,9
6/04/2017,20729,1,8
7/04/2017,20741,6,9
8/04/2017,20750,7,9
9/04/2017,20773,-6,9
10/04/2017,20796,-11,6
11/04/2017,20811,2,8
12/04/2017,20823,5,10
13/04/2017,20835,2,10
14/04/2017,20857,-9,10
15/04/2017,20866,8,10
16/04/2017,20883,-1,10
17/04/2017,20899,2,11
18/04/2017,20923,-4,11
19/04/2017,20943,-8,10
20/04/2017,20961,-4,13
21/04/2017,20987,-8,10
22/04/2017,20995,10,10
23/04/2017,21010,2,10
24/04/2017,21020,3,9
25/04/2017,21038,0,10
26/04/2017,21064,-9,11
27/04/2017,21083,-2,11
28/04/2017,21101,-5,11
29/04/2017,21119,-2,11
30/04/2017,21135,-1,10
1/05/2017,21157,-6,7
2/05/2017,21167,6,7
3/05/2017,21174,10,9
4/05/2017,21188,-2,7
5/05/2017,21203,1,8
6/05/2017,21213,2,8
7/05/2017,21233,-3,6
8/05/2017,21240,9,8
9/05/2017,21255,-1,8
10/05/2017,21280,-9,7
11/05/2017,21308,-12,7
12/05/2017,21322,-2,5
13/05/2017,21341,-4,2
14/05/2017,21355,0,3
15/05/2017,21373,-3,4
16/05/2017,21390,-5,4
17/05/2017,21410,-7,1
18/05/2017,21433,-12,1
19/05/2017,21446,2,1
20/05/2017,21455,4,3
21/05/2017,21483,-12,4
22/05/2017,21507,-10,3
23/05/2017,21530,-13,1
24/05/2017,21558,-17,1
25/05/2017,21585,-14,1
26/05/2017,21614,-14,1
27/05/2017,21643,-13,1
28/05/2017,21667,-13,1
29/05/2017,21689,-14,1
30/05/2017,21708,-11,0
31/05/2017,21724,-2,1
1/06/2017,21745,-9,1
2/06/2017,21769,-12,1
3/06/2017,21794,-14,1
4/06/2017,21808,-2,1
5/06/2017,21832,-11,1
6/06/2017,21854,-8,1
7/06/2017,21874,-6,2
8/06/2017,21893,-7,3
9/06/2017,21916,-10,1
10/06/2017,21941,-13,2
11/06/2017,21972,-15,1
12/06/2017,21989,-5,1
13/06/2017,21998,5,1
14/06/2017,22022,-14,1
15/06/2017,22051,-15,0
16/06/2017,22078,-15,1
17/06/2017,22100,-10,1
18/06/2017,22127,-16,1
19/06/2017,22153,-16,0
20/06/2017,22180,-16,0
21/06/2017,22205,-15,0
22/06/2017,22231,-18,0
23/06/2017,22257,-15,0
24/06/2017,22283,-15,0
25/06/2017,22290,5,0
26/06/2017,22301,-2,0
27/06/2017,22320,-6,0
28/06/2017,22341,-7,0
29/06/2017,22354,0,0
30/06/2017,22369,-2,0
1/07/2017,22384,0,0
2/07/2017,22389,7,3
3/07/2017,22410,-5,2
4/07/2017,22435,-10,2
5/07/2017,22459,-11,1
6/07/2017,22485,-17,1
7/07/2017,22501,-3,0
8/07/2017,22526,-14,0
9/07/2017,22550,-12,1
10/07/2017,22572,-10,1
11/07/2017,22586,-4,1
12/07/2017,22598,0,1
13/07/2017,22616,-6,0
14/07/2017,22640,-9,1
15/07/2017,22654,-1,1
16/07/2017,22666,0,1
17/07/2017,22680,-8,1
18/07/2017,22700,-8,2
19/07/2017,22727,-8,1
20/07/2017,22745,-5,1
21/07/2017,22764,-3,0
22/07/2017,22789,-11,1
23/07/2017,22801,-2,1
24/07/2017,22817,-4,1
25/07/2017,22836,-6,1
26/07/2017,22850,-6,3
27/07/2017,22869,-3,1
28/07/2017,22890,-8,1
29/07/2017,22900,5,1
30/07/2017,22910,6,1
31/07/2017,22931,-16,0
1/08/2017,22954,-6,0
2/08/2017,22971,-7,0
3/08/2017,22980,4,0
4/08/2017,23004,-8,0
5/08/2017,23021,-3,0
6/08/2017,23035,1,0
7/08/2017,23055,-7,1
8/08/2017,23080,-13,1
9/08/2017,23083,12,2
10/08/2017,23103,-5,2
11/08/2017,23108,9,2
12/08/2017,23125,-2,2
13/08/2017,23134,8,2
14/08/2017,23148,-4,1
15/08/2017,23169,-6,1
16/08/2017,23181,-1,1
17/08/2017,23198,-6,1
18/08/2017,23205,5,1
19/08/2017,23218,3,2
20/08/2017,23231,0,3
21/08/2017,23245,1,3
22/08/2017,23255,3,2
23/08/2017,23274,-5,1
24/08/2017,23288,-2,1
25/08/2017,23305,-7,1
26/08/2017,23320,-2,1
27/08/2017,23335,-4,1
28/08/2017,23353,-4,1
29/08/2017,23372,-7,0
30/08/2017,23391,-7,0
31/08/2017,23398,6,0
1/09/2017,23411,0,0
2/09/2017,23422,3,3
3/09/2017,23438,-4,4
4/09/2017,23452,-3,3
5/09/2017,23459,8,3
6/09/2017,23466,4,2
7/09/2017,23474,9,3
8/09/2017,23485,4,3
9/09/2017,23488,11,4
10/09/2017,23501,1,4
11/09/2017,23512,3,6
12/09/2017,23522,2,5
13/09/2017,23541,-3,6
14/09/2017,23557,-4,5
15/09/2017,23562,13,7
16/09/2017,23577,1,7
17/09/2017,23585,9,9
18/09/2017,23597,4,7
19/09/2017,23606,4,7
20/09/2017,23617,4,7
21/09/2017,23631,-1,5
22/09/2017,23646,-7,5
23/09/2017,23657,3,6
24/09/2017,23674,-3,7
25/09/2017,23691,-2,5
26/09/2017,23705,1,6
27/09/2017,23720,1,5
28/09/2017,23728,8,5
29/09/2017,23735,7,3
30/09/2017,23744,5,3
1/10/2017,23751,9,4
2/10/2017,23756,12,6
3/10/2017,23765,3,5
4/10/2017,23780,1,6
5/10/2017,23787,7,7
6/10/2017,23797,2,7
7/10/2017,23808,5,8
8/10/2017,23810,13,9
9/10/2017,23815,11,8
10/10/2017,23820,9,7
11/10/2017,23825,12,6
12/10/2017,23829,10,6
13/10/2017,23841,3,6
14/10/2017,23847,7,5
15/10/2017,23856,8,5
16/10/2017,23866,5,2
17/10/2017,23875,5,3
18/10/2017,23881,8,4
19/10/2017,23887,6,2
20/10/2017,23894,7,8
21/10/2017,23898,7,3
22/10/2017,23906,9,10
23/10/2017,23909,12,10
24/10/2017,23914,7,8
25/10/2017,23915,15,6
26/10/2017,23917,12,6
27/10/2017,23920,13,5
28/10/2017,23928,5,8
29/10/2017,23931,10,9
30/10/2017,23937,11,9
31/10/2017,23943,11,10
1/11/2017,23946,12,10
2/11/2017,23951,14,11
3/11/2017,23957,10,9
4/11/2017,23963,8,9
5/11/2017,23964,13,11
6/11/2017,23970,14,11
7/11/2017,23976,8,12
8/11/2017,23982,7,14
9/11/2017,23983,15,14
10/11/2017,23988,12,12
11/11/2017,23990,12,12
12/11/2017,23992,16,13
13/11/2017,23995,11,15
14/11/2017,24001,9,13
15/11/2017,24003,5,13
16/11/2017,24004,13,13
17/11/2017,24006,13,12
18/11/2017,24008,11,12
19/11/2017,24010,12,15
20/11/2017,24014,12,13
21/11/2017,24014,12,15
22/11/2017,24015,15,12
23/11/2017,24015,8,10
24/11/2017,24023,12,11
25/11/2017,24026,13,12
26/11/2017,24029,13,14
27/11/2017,24036,9,17
28/11/2017,24036,14,14
29/11/2017,24038,14,17
30/11/2017,24040,15,17
1/12/2017,24041,15,17
2/12/2017,24042,14,18
3/12/2017,24043,12,20
4/12/2017,24044,18,18
5/12/2017,24046,13,16
6/12/2017,24047,14,16
7/12/2017,24048,15,15
8/12/2017,24048,13,16
9/12/2017,24051,16,18
10/12/2017,24053,15,20
11/12/2017,24053,16,19
12/12/2017,24053,15,20
13/12/2017,24054,16,21
14/12/2017,24054,18,18
15/12/2017,24057,15,20
16/12/2017,24058,14,18
17/12/2017,24060,14,19
18/12/2017,24062,11,16
19/12/2017,24064,18,16
20/12/2017,24065,15,16
21/12/2017,24066,12,13
22/12/2017,24066,17,13
23/12/2017,24067,15,12
24/12/2017,24067,15,12
25/12/2017,24068,18,13
26/12/2017,24069,14,15
27/12/2017,24070,14,16
28/12/2017,24072,13,17
29/12/2017,24075,11,18
30/12/2017,24075,17,20
31/12/2017,24076,15,14
1/01/2018,24077,15,12
2/01/2018,24078,13,15
3/01/2018,24080,14,16
4/01/2018,24081,15,14
5/01/2018,24081,18,15
6/01/2018,24083,10,14
7/01/2018,24084,13,15
8/01/2018,24088,12,18
9/01/2018,24089,14,18
10/01/2018,24090,19,16
11/01/2018,24091,16,16
12/01/2018,24093,13,12
13/01/2018,24094,17,14
14/01/2018,24096,15,15
15/01/2018,24098,16,16
16/01/2018,24099,16,18
17/01/2018,24103,12,17
18/01/2018,24104,16,19
19/01/2018,24107,14,16
20/01/2018,24112,15,18
21/01/2018,24112,17,17
22/01/2018,24115,15,17
23/01/2018,24119,14,15
24/01/2018,24121,15,14
25/01/2018,24124,14,12
26/01/2018,24126,19,13
27/01/2018,24128,13,13
28/01/2018,24130,14,14
29/01/2018,24132,15,14
30/01/2018,24134,13,13
31/01/2018,24140,13,15
1/02/2018,24141,15,15
2/02/2018,24145,14,17
3/02/2018,24149,14,18
4/02/2018,24150,18,17
5/02/2018,24155,14,18
6/02/2018,24163,8,21
7/02/2018,24170,11,20
8/02/2018,24178,7,22
9/02/2018,24186,12,19
10/02/2018,24189,11,20
11/02/2018,24199,12,19
12/02/2018,24203,14,18
13/02/2018,24209,11,18
14/02/2018,24218,9,19
15/02/2018,24225,10,19
16/02/2018,24229,14,16
17/02/2018,24236,13,17
18/02/2018,24247,2,18
19/02/2018,24255,10,18
20/02/2018,24259,13,18
21/02/2018,24263,17,17
22/02/2018,24274,5,19
23/02/2018,24285,7,19
24/02/2018,24297,6,21
25/02/2018,24306,5,22
26/02/2018,24318,8,21
27/02/2018,24326,9,24
28/02/2018,24334,8,24
1/03/2018,24347,6,26
2/03/2018,24358,4,23
3/03/2018,24360,16,26
4/03/2018,24370,8,21
5/03/2018,24374,13,17
6/03/2018,24380,6,14
7/03/2018,24389,11,15
8/03/2018,24393,12,15
9/03/2018,24402,10,17
10/03/2018,24408,9,14
11/03/2018,24412,13,11
12/03/2018,24421,7,10
13/03/2018,24428,8,12
14/03/2018,24430,11,14
15/03/2018,24442,6,14
16/03/2018,24445,15,13
17/03/2018,24449,12,15
18/03/2018,24451,17,22
19/03/2018,24461,6,21
20/03/2018,24480,-3,20
21/03/2018,24502,0,19
22/03/2018,24512,6,13
23/03/2018,24523,6,14
24/03/2018,24534,6,14
25/03/2018,24544,6,15
26/03/2018,24557,7,16
27/03/2018,24572,3,13
28/03/2018,24576,14,13
29/03/2018,24579,16,15
30/03/2018,24596,2,14
31/03/2018,24604,9,12
1/04/2018,24614,7,12
2/04/2018,24621,7,14
3/04/2018,24630,4,12
4/04/2018,24641,6,10
5/04/2018,24652,4,10
6/04/2018,24664,5,13
7/04/2018,24683,-3,12
8/04/2018,24702,-7,7
9/04/2018,24722,-8,4
10/04/2018,24730,6,6
11/04/2018,24742,0,5
12/04/2018,24748,8,7
13/04/2018,24753,10,9
14/04/2018,24763,8,8
15/04/2018,24778,1,8
16/04/2018,24790,6,5
17/04/2018,24809,-3,7
18/04/2018,24834,-14,6
19/04/2018,24857,-6,4
20/04/2018,24882,-12,2
21/04/2018,24905,-7,1
22/04/2018,24928,-9,1
23/04/2018,24948,-7,3
24/04/2018,24963,-1,5
25/04/2018,24977,0,5
26/04/2018,24993,-1,6
27/04/2018,25017,-4,8
28/04/2018,25030,6,7
29/04/2018,25040,7,7
30/04/2018,25043,13,8
1/05/2018,25051,5,10
2/05/2018,25075,-7,10
3/05/2018,25098,-6,9
4/05/2018,25123,-11,6
5/05/2018,25151,-13,6
6/05/2018,25179,-12,3
7/05/2018,25206,-12,1
8/05/2018,25232,-8,2
9/05/2018,25259,-15,1
10/05/2018,25284,-14,1
11/05/2018,25297,2,2
12/05/2018,25316,-1,3
13/05/2018,25335,-4,3
14/05/2018,25337,6,5
15/05/2018,25362,-8,4
16/05/2018,25386,-8,2
17/05/2018,25403,-2,2
18/05/2018,25432,-16,4
19/05/2018,25462,-18,5
20/05/2018,25474,4,7
21/05/2018,25500,-10,3
22/05/2018,25521,-7,1
23/05/2018,25536,-2,1
24/05/2018,25556,-6,2
25/05/2018,25572,-2,0
26/05/2018,25590,-6,0
27/05/2018,25610,-10,0
28/05/2018,25631,-7,0
29/05/2018,25657,-12,0
30/05/2018,25670,-3,0
31/05/2018,25695,-11,0
1/06/2018,25716,-9,0
2/06/2018,25721,9,0
3/06/2018,25731,2,0
4/06/2018,25750,-2,0
5/06/2018,25774,-11,0
6/06/2018,25789,-2,0
7/06/2018,25815,-14,0
8/06/2018,25828,1,0
9/06/2018,25845,-4,0
10/06/2018,25866,-7,0
11/06/2018,25884,-12,0
12/06/2018,25903,-3,0
13/06/2018,25916,0,1
14/06/2018,25932,-5,2
15/06/2018,25942,5,2
16/06/2018,25963,-4,1
17/06/2018,25984,-11,1
18/06/2018,25993,5,2
19/06/2018,26006,1,1
20/06/2018,26013,8,2
21/06/2018,26044,-20,1
22/06/2018,26062,-2,1
23/06/2018,26072,6,4
24/06/2018,26096,-8,2
25/06/2018,26120,-11,1
26/06/2018,26147,-11,2
27/06/2018,26177,-17,1
28/06/2018,26203,-16,1
29/06/2018,26229,-14,1
30/06/2018,26258,-19,0
1/07/2018,26285,-18,1
2/07/2018,26315,-24,0
3/07/2018,26345,-19,0
4/07/2018,26365,-8,0
5/07/2018,26391,-15,0
6/07/2018,26422,-19,0
7/07/2018,26442,-9,0
8/07/2018,26464,-13,0
9/07/2018,26492,-16,0
10/07/2018,26506,-3,0
11/07/2018,26511,10,0
12/07/2018,26525,-4,0
13/07/2018,26555,-23,0
14/07/2018,26580,-13,0
15/07/2018,26608,-13,0
16/07/2018,26634,-15,0
17/07/2018,26651,-5,0
18/07/2018,26675,-11,0
19/07/2018,26695,-9,0
20/07/2018,26715,-10,0
21/07/2018,26727,-1,0
22/07/2018,26753,-18,0
23/07/2018,26775,-10,0
24/07/2018,26796,-14,0
25/07/2018,26816,-11,0
26/07/2018,26841,-16,0
27/07/2018,26861,-10,0
28/07/2018,26879,-9,0
29/07/2018,26906,-17,0
30/07/2018,26920,-4,0
31/07/2018,26940,-8,0
1/08/2018,26963,-13,0
2/08/2018,26988,-16,0
3/08/2018,27014,-15,0
4/08/2018,27038,-16,0
5/08/2018,27060,-13,0
6/08/2018,27087,-13,0
7/08/2018,27112,-15,0
8/08/2018,27130,-9,0
9/08/2018,27148,-7,0
10/08/2018,27155,4,0
11/08/2018,27172,-4,0
12/08/2018,27194,-7,0
13/08/2018,27212,-4,0
14/08/2018,27226,-1,0
15/08/2018,27236,4,0
16/08/2018,27246,2,0
17/08/2018,27269,-10,0
18/08/2018,27292,-12,0
19/08/2018,27301,5,1
20/08/2018,27322,-6,1
21/08/2018,27329,3,1
22/08/2018,27345,-4,1
23/08/2018,27368,-13,0
24/08/2018,27379,4,1
25/08/2018,27393,-1,1
26/08/2018,27412,-6,2
27/08/2018,27420,6,3
28/08/2018,27429,7,3
29/08/2018,27445,-2,1
30/08/2018,27450,9,3
31/08/2018,27470,-5,3
1/09/2018,27480,-5,3
2/09/2018,27505,-5,3
3/09/2018,27526,-8,2
4/09/2018,27531,11,2
5/09/2018,27543,3,0
6/09/2018,27556,-1,1
7/09/2018,27570,1,1
8/09/2018,27591,-10,2
9/09/2018,27601,5,3
10/09/2018,27621,-4,2
11/09/2018,27632,2,1
12/09/2018,27653,-8,1
13/09/2018,27663,3,1
14/09/2018,27672,4,4
15/09/2018,27681,7,4
16/09/2018,27691,4,4
17/09/2018,27705,-1,3
18/09/2018,27723,-4,3
19/09/2018,27741,-4,1
20/09/2018,27754,-4,1
21/09/2018,27771,-1,1
22/09/2018,27788,0,2
23/09/2018,27793,10,4
24/09/2018,27797,12,7
25/09/2018,27812,3,8
26/09/2018,27826,-2,8
27/09/2018,27843,-2,7
28/09/2018,27859,-5,7
29/09/2018,27871,5,6
30/09/2018,27886,1,7
1/10/2018,27895,3,8
2/10/2018,27905,7,8
3/10/2018,27911,12,9
4/10/2018,27926,-2,6
5/10/2018,27938,8,5
6/10/2018,27951,-1,6
7/10/2018,27963,3,4
8/10/2018,27975,3,6
9/10/2018,27986,3,7
10/10/2018,27998,2,7
11/10/2018,28010,6,6
12/10/2018,28021,4,3
13/10/2018,28030,6,2
14/10/2018,28040,5,2
15/10/2018,28049,-1,2
16/10/2018,28060,3,3
17/10/2018,28071,6,3
18/10/2018,28077,8,5
19/10/2018,28081,10,5
20/10/2018,28086,10,5
21/10/2018,28095,8,8
22/10/2018,28101,9,7
23/10/2018,28109,9,7
24/10/2018,28115,9,8
25/10/2018,28117,9,6
26/10/2018,28120,12,7
27/10/2018,28122,16,9
28/10/2018,28130,7,11
29/10/2018,28137,10,13
30/10/2018,28139,15,14
31/10/2018,28140,14,15
1/11/2018,28146,11,12
2/11/2018,28148,17,10
3/11/2018,28157,7,12
4/11/2018,28164,9,12
5/11/2018,28171,12,13
6/11/2018,28176,12,11
7/11/2018,28181,10,9
8/11/2018,28183,12,9
9/11/2018,28191,8,10
10/11/2018,28196,13,10
11/11/2018,28197,14,10
12/11/2018,28199,16,9
13/11/2018,28201,15,10
14/11/2018,28207,12,10
15/11/2018,28212,12,10
16/11/2018,28218,10,11
17/11/2018,28219,13,12
18/11/2018,28225,15,15
19/11/2018,28232,11,15
20/11/2018,28234,14,16
21/11/2018,28235,19,17
22/11/2018,28239,14,14
23/11/2018,28244,13,15
24/11/2018,28249,13,15
25/11/2018,28251,12,15
26/11/2018,28251,20,15
27/11/2018,28252,14,14
28/11/2018,28255,18,15
29/11/2018,28256,17,13
30/11/2018,28258,12,11
1/12/2018,28262,17,11
2/12/2018,28263,17,12
3/12/2018,28265,13,8
4/12/2018,28266,10,11
5/12/2018,28268,14,12
6/12/2018,28269,16,12
7/12/2018,28269,14,10
8/12/2018,28270,16,12
9/12/2018,28271,15,13
10/12/2018,28273,18,13
11/12/2018,28276,12,14
12/12/2018,28279,16,15
13/12/2018,28284,7,16
14/12/2018,28288,15,19
15/12/2018,28289,14,19
16/12/2018,28292,15,17
17/12/2018,28292,19,18
18/12/2018,28297,14,16
19/12/2018,28299,14,13
20/12/2018,28301,17,13
21/12/2018,28302,13,13
22/12/2018,28303,17,13
23/12/2018,28306,12,12
24/12/2018,28306,17,12
25/12/2018,28309,16,10
26/12/2018,28313,16,15
27/12/2018,28317,13,19
28/12/2018,28319,14,16
29/12/2018,28320,14,18
30/12/2018,28321,18,15
31/12/2018,28322,16,13
1/01/2019,28323,19,12
2/01/2019,28324,16,13
3/01/2019,28325,16,15
4/01/2019,28328,14,13
5/01/2019,28329,21,17
6/01/2019,28329,17,15
7/01/2019,28329,18,14
8/01/2019,28330,16,14
9/01/2019,28331,15,16
10/01/2019,28335,17,16
11/01/2019,28337,20,17
12/01/2019,28339,19,15
13/01/2019,28339,16,13
14/01/2019,28341,12,13
15/01/2019,28343,17,14
16/01/2019,28345,18,15
17/01/2019,28346,14,16
18/01/2019,28348,18,17
19/01/2019,28352,14,20
20/01/2019,28358,16,18
21/01/2019,28363,11,20
22/01/2019,28369,11,21
23/01/2019,28370,13,22
24/01/2019,28372,18,22
25/01/2019,28374,18,18
26/01/2019,28375,14,20
27/01/2019,28377,19,16
28/01/2019,28378,15,15
29/01/2019,28381,13,18
30/01/2019,28386,13,19
31/01/2019,28388,19,21
1/02/2019,28389,14,20
2/02/2019,28391,18,18
3/02/2019,28393,14,17
4/02/2019,28396,10,17
5/02/2019,28398,18,20
6/02/2019,28400,22,18
7/02/2019,28402,10,15
8/02/2019,28407,12,14
9/02/2019,28408,14,15
10/02/2019,28412,17,15
11/02/2019,28414,8,14
12/02/2019,28418,13,16
13/02/2019,28427,6,15
14/02/2019,28435,14,18
15/02/2019,28444,11,14
16/02/2019,28453,6,14
17/02/2019,28462,6,13
18/02/2019,28471,9,14
19/02/2019,28480,9,12
20/02/2019,28489,8,13
21/02/2019,28500,6,13
22/02/2019,28506,15,12
23/02/2019,28510,8,10
24/02/2019,28521,3,12
25/02/2019,28529,10,11
26/02/2019,28540,4,10
27/02/2019,28551,4,11
28/02/2019,28562,7,10
1/03/2019,28565,16,12
2/03/2019,28568,13,12
3/03/2019,28570,15,12
4/03/2019,28572,15,12
5/03/2019,28579,18,13
6/03/2019,28588,7,13
7/03/2019,28594,9,13
8/03/2019,28600,9,13
9/03/2019,28608,15,12
10/03/2019,28613,15,12
11/03/2019,28620,9,13
12/03/2019,28630,10,15
13/03/2019,28635,9,14
14/03/2019,28642,11,15
15/03/2019,28649,12,15
16/03/2019,28651,12,12
17/03/2019,28655,15,12
18/03/2019,28668,4,14
19/03/2019,28682,4,14
20/03/2019,28688,9,11
21/03/2019,28698,9,11
22/03/2019,28717,-6,9
23/03/2019,28736,-4,10
24/03/2019,28739,15,10
25/03/2019,28760,-11,10
26/03/2019,28770,9,12
27/03/2019,28782,6,11
28/03/2019,28789,6,11
29/03/2019,28796,8,9
30/03/2019,28817,-4,9
31/03/2019,28835,1,7
1/04/2019,28850,1,8
2/04/2019,28871,-3,10
3/04/2019,28881,10,11
4/04/2019,28896,2,10
5/04/2019,28906,7,13
6/04/2019,28920,3,12
7/04/2019,28933,3,9
8/04/2019,28948,1,7
9/04/2019,28960,4,7
10/04/2019,28980,2,10
11/04/2019,29000,0,10
12/04/2019,29019,-11,8
13/04/2019,29031,5,13
14/04/2019,29047,3,13
15/04/2019,29061,7,13
16/04/2019,29084,-7,10
17/04/2019,29098,0,8
18/04/2019,29108,8,6
19/04/2019,29132,-11,5
20/04/2019,29155,-11,3
21/04/2019,29179,-8,2
22/04/2019,29203,-17,1
23/04/2019,29223,0,1
24/04/2019,29240,-5,4
25/04/2019,29261,-6,2
26/04/2019,29269,8,6
27/04/2019,29290,-6,7
28/04/2019,29305,2,7
29/04/2019,29313,13,10
30/04/2019,29330,-1,8
1/05/2019,29340,4,7
2/05/2019,29362,-4,6
3/05/2019,29372,4,8
4/05/2019,29383,5,9
5/05/2019,29406,-4,12
6/05/2019,29426,-8,9
7/05/2019,29436,11,12
8/05/2019,29453,-2,9
9/05/2019,29462,6,9
10/05/2019,29475,4,8
11/05/2019,29489,3,8
12/05/2019,29513,-6,7
13/05/2019,29536,-6,7
14/05/2019,29565,-13,6
15/05/2019,29594,-11,6
16/05/2019,29624,-13,6
17/05/2019,29649,-12,3
18/05/2019,29657,9,6
19/05/2019,29674,-9,5
20/05/2019,29693,-2,3
21/05/2019,29697,15,7
22/05/2019,29716,0,5
23/05/2019,29740,-8,4
24/05/2019,29763,-7,2
25/05/2019,29794,-19,1
26/05/2019,29813,-7,4
27/05/2019,29833,-4,2
28/05/2019,29848,1,4
29/05/2019,29862,2,4
30/05/2019,29882,0,4
31/05/2019,29897,-4,2
1/06/2019,29914,-1,2
2/06/2019,29941,-10,1
3/06/2019,29967,-15,1
4/06/2019,29979,2,1
5/06/2019,29995,-1,0
6/06/2019,30003,10,2
7/06/2019,30021,-1,3
8/06/2019,30036,-2,3
9/06/2019,30058,-8,4
10/06/2019,30068,-3,4
11/06/2019,30083,4,2
12/06/2019,30101,-1,3
13/06/2019,30116,1,3
14/06/2019,30136,-3,3
15/06/2019,30161,-14,3
16/06/2019,30181,-4,1
17/06/2019,30201,-2,3
18/06/2019,30227,-11,0
19/06/2019,30252,-13,1
20/06/2019,30268,-1,1
21/06/2019,30286,-4,1
22/06/2019,30314,-14,0
23/06/2019,30339,-10,1
24/06/2019,30359,-6,0
25/06/2019,30381,-8,0
26/06/2019,30405,-15,0
27/06/2019,30433,-15,0
28/06/2019,30463,-17,0
29/06/2019,30492,-14,0
30/06/2019,30521,-17,0
1/07/2019,30548,-16,0
2/07/2019,30575,-14,0
3/07/2019,30596,-7,0
4/07/2019,30620,-12,0
5/07/2019,30646,-8,0
6/07/2019,30670,-9,0
7/07/2019,30687,-5,0
8/07/2019,30709,-16,0
9/07/2019,30724,2,2
10/07/2019,30741,-1,2
11/07/2019,30753,0,1
12/07/2019,30776,-4,1
13/07/2019,30796,-1,0
14/07/2019,30808,-2,1
15/07/2019,30821,5,1
16/07/2019,30830,8,2
17/07/2019,30850,-6,1
18/07/2019,30870,-8,1
19/07/2019,30880,3,0
20/07/2019,30897,0,0
21/07/2019,30918,-13,0
22/07/2019,30940,-4,0
23/07/2019,30966,-13,0
24/07/2019,30993,-13,0
